id,name,address,city,state,zip,county,phone,email,website,pastor,masses,lat,lng,ParishName,Year,Rite,MailAddress,MailCity,MailZip,ChurchAddress,ChurchCity,ChurchZip,County2,ParishPhone,ParishEmail,ParishWeb,Pastor3,ParochialVicar,BusMgr,Deacon,DRE,MinisterService,CRE,ParCouncilPres,PastoralAssoc,YouthMin,MusicMin,Other,Masses4,Convent,ConventAddress,ConventZip,ConventPhone,ConfessionTimes,Latitude,Longitude
166,St. Monica/St. George Parish Newman Center - Cinci,328 West McMillan St.,Cincinnati,Ohio,45219-1224,Hamilton,(513) 381-6400 ,st.monica-st.george@fuse.net,http://www.saintmonicasaintgeorge.com,"Rev. Al Hirt, OFM","Sat. 4:30 p.m.; Sun. 8:15, 10:30 a.m., 5:30 p.m.; Holyday 8 a.m., 7 p.m., 12 noon on UC campus.",39.128471,-84.524427,St. Monica/St. George Parish Newman Center - Cinci,,,,,,328 West McMillan St.,Cincinnati,45219-1224,Hamilton,(513) 381-6400 Fax: (513) 381-2540,st.monica-st.george@fuse.net,http://www.saintmonicasaintgeorge.com,"Rev. Al Hirt, OFM","Rev. Clifford Hennings, OFM; Sacramental Ministers: Rev. Tom Speier, OFM; Rev. John Quigley, OFM",Linda Martin,,,,,,Ann Boltz,,Dir. of Music: Jill Kreinbrink,"Campus Ministry: Sr. Leslie Keener,CDP & Michael Schreiner","Sat. 4:30 p.m.; Sun. 8:15, 10:30 a.m., 5:30 p.m.; Holyday 8 a.m., 7 p.m., 12 noon on UC campus.",,,,,Sat. 3:30-4 p.m.; some Sun. 4:45-5:15 p.m.,39.128471,-84.524427
167,Mission of St. Bernard Church - Cincinnati,5301 Winneste Ave.,Cincinnati,Ohio,45232,Hamilton,(513) 242-0164,motherofchrist@zoomtown.com,http://www.motherofchrist.homestead.com/,"Rev. Robert Thesing, S.J., parochial administrator",Sun. 11:15 a.m.,39.186839,-84.515582,Mission of St. Bernard Church - Cincinnati,1945,,,,,5301 Winneste Ave.,Cincinnati,45232,Hamilton,"(513) 242-0164, Fax: (513) 242-0164",motherofchrist@zoomtown.com,http://www.motherofchrist.homestead.com/,"Rev. Robert Thesing, S.J., parochial administrator",,,,,,,,Vanessa Rozier (513) 242-0164,,,,Sun. 11:15 a.m.,,,,,,39.186839,-84.515582
169,Nativity B.V.M. - Cassella,6524 State Route 119,Maria Stein,Ohio,45860,Mercer,(419) 925-4775,marioncathcom@gmail.com,http://www.marioncatholiccommunity.org,"Rev. Gene Schnipke, CPPS","May 7 - Oct. 29, 2017, Sun. 8 a.m.; Nov. 4, 2017 - April 28, 2018, Sat. 7:30 p.m.; Holy Days call parish office or see bulletin",40.4074793,-84.5497726,Nativity B.V.M. - Cassella,1847,,7428 State Route 119,Maria Stein,45860,6524 State Route 119,Maria Stein,45860,Mercer,(419) 925-4775,marioncathcom@gmail.com,http://www.marioncatholiccommunity.org,"Rev. Gene Schnipke, CPPS","Rev. Tom Brenberger, CPPS",Bookkeeper: Susan Fortkamp,,Katie Dippold (419) 925-4017,,,,Deacon Clif Perryman,Chris Wibbenmeyer,Katie Hartings,,"May 7 - Oct. 29, 2017, Sun. 8 a.m.; Nov. 4, 2017 - April 28, 2018, Sat. 7:30 p.m.; Holy Days call parish office or see bulletin",,,,,,40.4074793,-84.5497726
170,Nativity of Our Lord - Cincinnati,Ridge & Woodford Rds.,Cincinnati,Ohio,45213,Hamilton,(513) 531-3164,,http://www.nativity-cincinnati.org,Rev. Paul F. DeLuca,"Sat. 4:30 p.m.; Sun. 9, 11 a.m.; Holyday 8:15 a.m., 7 p.m.",39.1808095,-84.4272879,Nativity of Our Lord - Cincinnati,1917,,5935 Pandora Ave.,Cincinnati,45213,Ridge & Woodford Rds.,Cincinnati,45213,Hamilton,"(513) 531-3164, Fax: (513) 458-6761",,http://www.nativity-cincinnati.org,Rev. Paul F. DeLuca,,Accounts Mgr.: John Puljanowski,,Sr. Janet Schneider,,,Curtis Brunswick,,,,Assistant to the Pastor: Sharon Kindell,"Sat. 4:30 p.m.; Sun. 9, 11 a.m.; Holyday 8:15 a.m., 7 p.m.",,,,,"1st and 3rd Sat of month, 3:30-4 p.m.",39.1808095,-84.4272879
171,St. Nicholas - Osgood,128 Church St.,Osgood,Ohio,45351-0009,Darke,(419) 582-2531,,,Rev. David Zink,"Saturdays 4:30 p.m. & Sundays 10:30 a.m., January - June; Sundays 8:30 a.m., July - December",40.3401574,-84.4925956,St. Nicholas - Osgood,1906,,PO Box 9,Osgood,45351,128 Church St.,Osgood,45351-0009,Darke,(419) 582-2531,,,Rev. David Zink,,,,,,,,,,,,"Saturdays 4:30 p.m. & Sundays 10:30 a.m., January - June; Sundays 8:30 a.m., July - December",,,,,Saturday 9-9:30 a.m. July-December,40.3401574,-84.4925956
172,Old St. Mary - Cincinnati,123 E. 13th St.,Cincinnati,Ohio,45202-7638,Hamilton,(513) 721-2988 ,oldstmarys@oldstmarys.org,http://www.oldstmarys.org,Rev. Jon-Paul Bevak,"Sun. 9:15 a.m. (Latin), 11 a.m. (German), 12:30 p.m., 7 p.m. (English); Holyday 12:10 p.m. (English), 7 p.m. (Latin)",39.109316,-84.512298,Old St. Mary - Cincinnati,1840,,,,,123 E. 13th St.,Cincinnati,45202-7638,Hamilton,(513) 721-2988 Fax: (513) 721-0436,oldstmarys@oldstmarys.org,http://www.oldstmarys.org,Rev. Jon-Paul Bevak,Rev. Adrian Hilton,,,,,,,,,Music Dir.: Don Barrett,,"Sun. 9:15 a.m. (Latin), 11 a.m. (German), 12:30 p.m., 7 p.m. (English); Holyday 12:10 p.m. (English), 7 p.m. (Latin)",,,,,"Sun. 8:45 a.m., 10:45 a.m., 12:15 p.m., 6:30 p.m.; Mon. through Sat. immediately after 12:10 p.m. Mass; or by appointment 513-777-4322",39.109316,-84.512298
173,Our Lady of Good Hope - Miamisburg,Central Ave. & Third St.,Miamisburg,Ohio,45342-2839,Montgomery,(937) 866-1432 ,olgh@sbcglobal.net,http://www.olghchurch.com,Rev. Thomas Schearer,"Sat. 4:30 p.m.; Sun. 8:30 and 11:00 a.m. Holyday 9:00 a.m., 7 p.m.",39.6416657,-84.2860823,Our Lady of Good Hope - Miamisburg,1852,,6 S. Third St.,Miamisburg,45342,Central Ave. & Third St.,Miamisburg,45342-2839,Montgomery,(937) 866-1432 Fax: (937) 859-5035,olgh@sbcglobal.net,http://www.olghchurch.com,Rev. Thomas Schearer,"Rev. James Romanello, Rev. Ronald Combs","Deacon Terry Martin (937) 866-1432, x100","Rev. Mr. Richard Martin (937) 866-1432, x402; Rev. Mr. Terrance Martin (937) 866-1432, x100","Teresa Stanley (937) 866-1432, x104",,,,,"Chris Robinson (937) 866-1432, x105","Carol Quackenbush (937) 866-1432, x106",,"Sat. 4:30 p.m.; Sun. 8:30 and 11:00 a.m. Holyday 9:00 a.m., 7 p.m.",,,,,Sat. 3:30-4:15 p.m.,39.6416657,-84.2860823
174,Our Lady of Guadalupe - Montezuma,6701 St. Rt. 219,Montezuma,Ohio,45866,Mercer,(419) 268-2312 ,ologlinda@yahoo.com,http://www.OurLadyofG.org,"Rev. Alfons W. Minja, CPPS","Sat. 7:30 p.m.; Sun. 8, 10 a.m.; Holyday 7:30 eve; 7:30 a.m., 7:30 p.m.",40.4946628,-84.485837,Our Lady of Guadalupe - Montezuma,1904,,PO Box 69,Montezuma,45866,6701 St. Rt. 219,Montezuma,45866,Mercer,(419) 268-2312 Fax: (419) 268-1602,ologlinda@yahoo.com,http://www.OurLadyofG.org,"Rev. Alfons W. Minja, CPPS",,Linda Schulze,,,,,Dan Wynk,,,Lee Ann Dorsten,,"Sat. 7:30 p.m.; Sun. 8, 10 a.m.; Holyday 7:30 eve; 7:30 a.m., 7:30 p.m.",,,,,5 p.m. Saturday,40.4946628,-84.485837
175,Our Lady of Lourdes - Cincinnati,2832 Rosebud Dr.,Cincinnati,Ohio,45238,Hamilton,(513) 922-0715,parish@lourdes.org,http://www.lourdes.org,Rev. Leonard C. Wenke,"Sat. 4 p.m.; Sun. 8:30 a.m., 11 a.m.; Holyday 5:30 eve; 6:15, 8:30 a.m.",39.137638,-84.617884,Our Lady of Lourdes - Cincinnati,1927,,,,,2832 Rosebud Dr.,Cincinnati,45238,Hamilton,"(513) 922-0715, Fax: (513) 347-2644",parish@lourdes.org,http://www.lourdes.org,Rev. Leonard C. Wenke,,,Thomas Westerfield (513) 347-7455,Kris Krimm (513) 347-2646,,,,Robert Gerth,,Carol Clark,Parish Administrator: Pat Morgan,"Sat. 4 p.m.; Sun. 8:30 a.m., 11 a.m.; Holyday 5:30 eve; 6:15, 8:30 a.m.",,,,,Sat. 2-3:30 p.m.,39.137638,-84.617884
177,Our Lady of Sorrows - Monroe,330 Lebanon St.,Monroe,Ohio,45050,Butler,(513) 539-8061 ,olos@cinci.rr.com,http://www.olosmonroe.com,Rev. Paul Gebhardt,"Sat. 4:15 p.m.; Sun. 8, 10:30 a.m.; Holyday: See bulletin",39.44055,-84.3576439,Our Lady of Sorrows - Monroe,1883,,,,,330 Lebanon St.,Monroe,45050,Butler,(513) 539-8061; Fax: 513-539-0443,olos@cinci.rr.com,http://www.olosmonroe.com,Rev. Paul Gebhardt,"Rev. Stephen Lattner, OSB",Ava Bertsch,Jack Schaefer,,,Chris Baumgardner,,Nora Neu,,Danielle Schrantz,"Office and Technology: Bob Drusky; Maintenance, Joe Scarpa; Prison Ministries, Christine Shimrock","Sat. 4:15 p.m.; Sun. 8, 10:30 a.m.; Holyday: See bulletin",,,,,Sat. 3:45 p.m.,39.44055,-84.3576439
178,Our Lady of Victory - Delhi Hills,810 Neeb Rd.,Cincinnati,Ohio,45233-4695,Hamilton,(513) 922-4460,secretary@olv.org,http://www.olv.org,Rev. James G. Reutter,Sat. 4:30 p.m.; Sun. 8:45 a.m. and 11 a.m.; Holyday consult bulletin,39.107407,-84.634395,Our Lady of Victory - Delhi Hills,1842,,,,,810 Neeb Rd.,Cincinnati,45233-4695,Hamilton,"(513) 922-4460, Fax: (513) 922-5476",secretary@olv.org,http://www.olv.org,Rev. James G. Reutter,,,"Charles Jenkins, Mark Machuga",Jonathan Schaefer (513) 347-2071,,,Andy Spinney,Jennifer Reinkemeyer (513) 347-8823,,,,Sat. 4:30 p.m.; Sun. 8:45 a.m. and 11 a.m.; Holyday consult bulletin,,,,,"Mon. 7:30-8 p.m.; Tues.-Thurs.-Fri., 7:45-8:15 a.m.; Sat. 3:30-4:30 p.m.",39.107407,-84.634395
179,Our Lady of the Visitation - Cincinnati,3172 South Rd.,Cincinnati,Ohio,45248-2998,Hamilton,(513) 922-2056 ,olvisitation@olvisitation.org,http://www.olvisitation.org,Rev. Mark J. Burger,"Sat. 4 p.m.; Sun. 7:30, 9, 10:30 a.m.; Holyday 7 eve; 6:30 a.m., 7 p.m.",39.145545,-84.667237,Our Lady of the Visitation - Cincinnati,1947,,,,,3172 South Rd.,Cincinnati,45248-2998,Hamilton,(513) 922-2056 Fax: (513) 347-2238,olvisitation@olvisitation.org,http://www.olvisitation.org,Rev. Mark J. Burger,,Leslee A. House (513) 347-4444,Marc A. Alexander,Jeanne Hunt,,,Julie Beinkemper,Ken Meymann,Laura Hampel,Kathy A. Parsons,,"Sat. 4 p.m.; Sun. 7:30, 9, 10:30 a.m.; Holyday 7 eve; 6:30 a.m., 7 p.m.",,,,,Sat. 2:30-3:30 p.m. or by appointment and at Advent and Lent Reconciliation Services,39.145545,-84.667237
180,Our Lady of the Immaculate Conception - Dayton,2300 S. Smithville Rd.,Dayton,Ohio,45420,Montgomery,(937) 252-9919,cindyreaster@icparishdayton.org,http://www.icparishdayton.org,Rev. Satish Joseph,Saturday 4:30 p.m.; Sunday 11 a.m. & 6 p.m.; Holyday 8:15 a.m. & 7 p.m.; Weekdays Tues-Fri 8:15 a.m. except funeral days,39.7330165,-84.1408041,Our Lady of the Immaculate Conception - Dayton,1938,,,,,2300 S. Smithville Rd.,Dayton,45420,Montgomery,"(937) 252-9919, Fax: (937) 252-1992",cindyreaster@icparishdayton.org,http://www.icparishdayton.org,Rev. Satish Joseph,,Parish Mgr.: Deb Bauer,,,,,,,,Music Minister: Amy Gray,,Saturday 4:30 p.m.; Sunday 11 a.m. & 6 p.m.; Holyday 8:15 a.m. & 7 p.m.; Weekdays Tues-Fri 8:15 a.m. except funeral days,,,,,Sat. 3:30 p.m. or by appointment 937-252-9919,39.7330165,-84.1408041
181,Our Lady of the Rosary - Dayton,Corner of Notre Dame Ave. & Hart St.,Dayton,Ohio,45404,Montgomery,(937) 228-8802 ,POND@OLRDayton.com,http://www.daytonxii.org,Rev. Anthony Cutcher,Sat. 5 p.m.; Sun. 11 a.m. (OL Rosary); holy day see bulletin,39.775452,-84.172269,Our Lady of the Rosary - Dayton,1887,,22 Notre Dame Ave.,Dayton,45404-1924,Corner of Notre Dame Ave. & Hart St.,Dayton,45404,Montgomery,(937) 228-8802 Fax: (937) 443-0969,POND@OLRDayton.com,http://www.daytonxii.org,Rev. Anthony Cutcher,Rev. Ethan Moore,,,,,,,Joy Blaul,,,,Sat. 5 p.m.; Sun. 11 a.m. (OL Rosary); holy day see bulletin,,,,,Sat. 4-4:30,39.775452,-84.172269
182,Our Lady of the Rosary - Greenhills,17 Farragut Rd.,Cincinnati,Ohio,45218-1401,Hamilton,(513) 825-8626,bulletin@wintonwyomingpr.org,http://www.wintonwyomingpr.org,"Rev. Michael Pucke, parochial administrator","Sun. 9, 11:30 a.m., 4 p.m. (Syro-Malabar Congregation, spoken in Malayalam and English; Mon., Weds., Fri., 8:30 a.m.",39.266598,-84.522224,Our Lady of the Rosary - Greenhills,1938,,17 Farragut Rd.,"Cincinnati, Ohio",45218-1401,17 Farragut Rd.,Cincinnati,45218-1401,Hamilton,"(513) 825-8626, Fax: (513) 825-2783",bulletin@wintonwyomingpr.org,http://www.wintonwyomingpr.org,"Rev. Michael Pucke, parochial administrator",Rev. Lambert Ulinzwenimana,Finance/IT Manager: Clare Towle,,,,,,,David Nissen,Matt Kamphaus,Buildings/Grounds: Chris Miller,"Sun. 9, 11:30 a.m., 4 p.m. (Syro-Malabar Congregation, spoken in Malayalam and English; Mon., Weds., Fri., 8:30 a.m.",,,,,Sat. 10 a.m. in the parish center,39.266598,-84.522224
183,Our Lady of the Sacred Heart - Reading,177 Siebenthaler Avenue,Cincinnati,Ohio,45215-3715,Hamilton,(513) 733-4950,olsh@fuse.net,http://olshcatholic.church,Rev. Matthew Robben,Sat. 5 p.m.; Sun. 8:30; Holyday see bulletin,39.232704,-84.418804,Our Lady of the Sacred Heart - Reading,1874,,177 Siebenthaler Avenue,Cincinnati,45215-3715,177 Siebenthaler Avenue,Cincinnati,45215-3715,Hamilton,"(513) 733-4950, Fax: (513) 733-0973",olsh@fuse.net,http://olshcatholic.church,Rev. Matthew Robben,,Angie Touvelle,"Deacon Tom Lynd, Deacon Charlie Roemer",,,,,Beth Pettigrew,,Mr. Bob Wulzelbacher,,Sat. 5 p.m.; Sun. 8:30; Holyday see bulletin,,,,,"Sat. 2-2:45 p.m. at Sts. Peter and Paul Parish, or by appointment",39.232704,-84.418804
184,Our Lord Christ the King - Cincinnati,3223 Linwood Avenue,Cincinnati,Ohio,45226,Hamilton,(513) 321-4121 ,parish@olctk.org,http://www.olctk.org,Rev. Edward Smith,"Sat. 4:30 p.m.; Sun. 8:30, 10 a.m., noon, 5:00 p.m.; Holyday 6:30 a.m., 8:15 a.m., 6:30 p.m.",39.1273014,-84.4294452,Our Lord Christ the King - Cincinnati,1926,,,,,3223 Linwood Avenue,Cincinnati,45226,Hamilton,(513) 321-4121 Fax: (513) 871-3978,parish@olctk.org,http://www.olctk.org,Rev. Edward Smith,In Residence: Fr. Frank Voellmecke,,Rev. Mr. Donald Gloeckler,,,Emily Daley,,,,Dr. Helmut Roehrig (513) 321-4121,,"Sat. 4:30 p.m.; Sun. 8:30, 10 a.m., noon, 5:00 p.m.; Holyday 6:30 a.m., 8:15 a.m., 6:30 p.m.",,,,,Saturdays 3:15-4 p.m.,39.1273014,-84.4294452
186,St. Patrick - Bellefontaine,316 E. Patterson Ave.,Bellefontaine,Ohio,43311,Logan,(937) 592-1656,CatholicBellefontaine@gmail.com,http://www.catholicbellefontaine.org,Rev. Shawn Landenwitch,Sat. Vigil 4 p.m.; Sun. 10 a.m.,40.3568594,-83.7559989,St. Patrick - Bellefontaine,1852,,,,,316 E. Patterson Ave.,Bellefontaine,43311,Logan,(937) 592-1656,CatholicBellefontaine@gmail.com,http://www.catholicbellefontaine.org,Rev. Shawn Landenwitch,,,"Harold Dipple (937) 592-4847, Bob Cook (937) 599-4186",,,,Joseph Steggeman,,Mary Woolf (937) 592-6621,Liturgist: Kathy LeVan (937) 599-6815,Parish House Administrator: Anne Reames,Sat. Vigil 4 p.m.; Sun. 10 a.m.,,,,,"Tuesdays and Wednesdays, half hour before Mass",40.3568594,-83.7559989
188,St. Patrick - Glynwood,Glynwood Rd. and Glynwood-New Knoxville,St. Marys,Ohio,45885,Auglaize,(419) 394-5050 ,,,Rev. Barry Stechschulte,"Sun. 9:30 a.m; Thurs., 8 a.m.",40.5672069,-84.3171759,St. Patrick - Glynwood,1857,,511 E. Spring Street,St. Marys,45885-2388,Glynwood Rd. and Glynwood-New Knoxville,St. Marys,45885,Auglaize,(419) 394-5050 Fax: (419) 394-0184,,,Rev. Barry Stechschulte,,,,,,,,,,Polly Muhlenkamp (419) 394-8740,,"Sun. 9:30 a.m; Thurs., 8 a.m.",,,,,,40.5672069,-84.3171759
189,St. Patrick - Troy,409 E. Main St.,Troy,Ohio,45373,Miami,(937) 335-2833,stpatofficemgr@woh.rr.com,http://www.stpattroy.org,Rev. Eric Bowman,"Sat. 5 p.m.; Sun. 7:30, 9:30, 11:30 a.m.; holy day 7 a.m., noon, 7 p.m.",40.038102,-84.198902,St. Patrick - Troy,1857,,,,,409 E. Main St.,Troy,45373,Miami,"(937) 335-2833, Fax: 335-1453",stpatofficemgr@woh.rr.com,http://www.stpattroy.org,Rev. Eric Bowman,Rev. Michael Samala,Amy Schmidt,"John Carlin, R. Michael Knight",,,,Pam Simon,,Coord of Youth Ministry: Hollie Danis,Director of Music: David Berger,Adult Faith Formation Coordinator: Pat Smith,"Sat. 5 p.m.; Sun. 7:30, 9:30, 11:30 a.m.; holy day 7 a.m., noon, 7 p.m.",,,,,Sat. 4-4:30 p.m. or by appointment,40.038102,-84.198902
190,St. Paul - Englewood,1000 W. Wenger Rd.,Englewood,Ohio,45322,Montgomery,(937) 836-7535 ,,http://www.nothwestdaytoncatholic.org,"Rev. James C. Seibert, CPPS","Sat. 4:30 p.m. (regional Mass), May-Aug, St. Paul; Sept.-Dec., St. Rita; Jan.-April, Precious Blood; Sun. 7:30, 10:30 a.m.; Holyday eve 7 p.m.",39.860778,-84.319656,St. Paul - Englewood,1972,,,,,1000 W. Wenger Rd.,Englewood,45322,Montgomery,(937) 836-7535 Fax: (937) 836-1130,,http://www.nothwestdaytoncatholic.org,"Rev. James C. Seibert, CPPS","Rev. Timothy L. Knepper, CPPS",,Joseph Subler,,,Kristi Gaston,,,Shane Legg,Marianne Pitts,,"Sat. 4:30 p.m. (regional Mass), May-Aug, St. Paul; Sept.-Dec., St. Rita; Jan.-April, Precious Blood; Sun. 7:30, 10:30 a.m.; Holyday eve 7 p.m.",,,,,Sat. 3:30-4 p.m. at the parish of Saturday Mass,39.860778,-84.319656
191,St. Paul - Sharpsburg,403 Sharpsburg Rd.,Fort Recovery,Ohio,45846-2603,Mercer,(419) 375-4153 ,triparish517@hotmail.com,,Rev. Ned Brown,Sun. 10 a.m.,40.40831,-84.774761,St. Paul - Sharpsburg,1868,,403 Sharpsburg Rd. (Ft. Recovery Cluster,Ft. Recovery,45846,403 Sharpsburg Rd.,Fort Recovery,45846-2603,Mercer,(419) 375-4153 FAX: (419) 375-4154,triparish517@hotmail.com,,Rev. Ned Brown,Rev. Matthew Feist,Kathy Brunswick (419) 375-4538,,Helen LeFevre (419) 475-2308,,,Dave Keller (419) 375-2816,,,Lillian Knapke (419) 375-2588,,Sun. 10 a.m.,,,,,,40.40831,-84.774761
192,St. Paul - Yellow Springs,308 Phillips,Yellow Springs,Ohio,45387-1724,Greene,(937) 767-7450 ,stpauloffice@woh.rr.com,http://www.stpaulchurchyso.org/,Rev. John Krumm,"Sun. 11:15 a.m.; Holyday 7 p.m.; Weekdays: Weds. 6 p.m., Fri. 8:15 a.m. on 2nd & 4th Fridays",39.805746,-83.893386,St. Paul - Yellow Springs,1856,,,,,308 Phillips,Yellow Springs,45387-1724,Greene,(937) 767-7450 Fax: (937) 767-7465,stpauloffice@woh.rr.com,http://www.stpaulchurchyso.org/,Rev. John Krumm,,,Rev. Mr. Paul E. Richardson Email: deaconpaul77@aol.com,,,Sherry Malloy,Gary Herzog,,,,,"Sun. 11:15 a.m.; Holyday 7 p.m.; Weekdays: Weds. 6 p.m., Fri. 8:15 a.m. on 2nd & 4th Fridays",,,,,Sat. 4:15-4:45 p.m. (or anytime by request),39.805746,-83.893386
193,St. Peter - Huber Heights,6161 Chambersburg Rd.,Huber Heights,Ohio,45424-3897,Montgomery,(937) 233-1503,bulletin@saintpeterparish.org,http://www.daytonxii.org,Rev. Anthony Cutcher,"Sat. 4:30 p.m.; Sun. 7:30, 9, 11 a.m., 6 p.m.; Holyday 7: 00 p.m. vigil; 6:30 & 9 a.m., 7 p.m.",39.8471548,-84.1181597,St. Peter - Huber Heights,1960,,,,,6161 Chambersburg Rd.,Huber Heights,45424-3897,Montgomery,"(937) 233-1503, Fax: (937) 237-3523",bulletin@saintpeterparish.org,http://www.daytonxii.org,Rev. Anthony Cutcher,Rev. Ethan Moore; In residence: Rev. Joseph Kindel,Amy Schmidt,"Leo Cordonnier, Timothy Harris, Norbt Nagy, Danl Wade, Robt Kozlowski, Robt Gutendorf, David McCray",,,Jacqueline Robbins (937) 237-3516,John Kern (937) 236-0190,Joy Blaul (937) 237-3516,Joy Blaul (937) 237-3516,Andrew Larochelle (937) 233-1503,,"Sat. 4:30 p.m.; Sun. 7:30, 9, 11 a.m., 6 p.m.; Holyday 7: 00 p.m. vigil; 6:30 & 9 a.m., 7 p.m.",,,,,Sat 3-4 p.m.,39.8471548,-84.1181597
194,St. Peter - New Richmond,1192 Bethel-New Richmond Rd.,New Richmond,Ohio,45157,Clermont,(513) 553-3267,,http://ccc.city,Rev. Adam Puntel,"Sat. 5:00 p.m.; Sun. 8:30 a.m., 11 a.m.; Holy Day Please Call Parish Office",38.956075,-84.261614,St. Peter - New Richmond,1850,,,,,1192 Bethel-New Richmond Rd.,New Richmond,45157,Clermont,"(513) 553-3267, Fax: (513) 553-4321",,http://ccc.city,Rev. Adam Puntel,,,Ronald L. Stang,P.J. Eling 513-553-3267 x 12,,Deacon Ron Stang,Terry Cox,,P.J. Eling 513-553-3267 x 12,,Office Manager: Debbie DePuccio (513) 553-3267,"Sat. 5:00 p.m.; Sun. 8:30 a.m., 11 a.m.; Holy Day Please Call Parish Office",,,,,"First Sat of month, 4:15-4:45 p.m.",38.956075,-84.261614
195,St. Peter - St. Peter,1477 Philothea Rd.,Ft Recovery,Ohio,45846,Mercer,(419) 375-4153 ,,,Rev. Ned Brown,Sat. 7:30 p.m. or Sun. 10 a.m. (alternating weeks),40.4505679,-84.747225,St. Peter - St. Peter,1860,,403 Sharpsburg Rd.(Ft. Recovery Cluster,Ft. Recovery,45846,1477 Philothea Rd.,Ft Recovery,45846,Mercer,(419) 375-4153 Fax: (419) 375-4154,,,Rev. Ned Brown,Rev. Matthew Feist,Amy Lennartz (419) 375-2403,,,,"Lisa Roessner (419) 375-2205, Ginny Fort",,,,Rose Diller (419) 375-4590,,Sat. 7:30 p.m. or Sun. 10 a.m. (alternating weeks),,,,,,40.4505679,-84.747225
196,St. Peter in Chains - Hamilton,Ridgelawn & Liberty Ave.,Hamilton,Ohio,45013,Butler,(513) 863-3938,parishoffice@stpeterinchains.org,http://www.stpeterinchains.org,Rev. Robert Muhlenkamp,"Sun. 8, 11 a.m.; Sat. 8:30 a.m.; Holyday 8 a.m., 7 p.m.",39.4070577,-84.5668211,St. Peter in Chains - Hamilton,1894,,382 Liberty Ave.,Hamilton,45013-3099,Ridgelawn & Liberty Ave.,Hamilton,45013,Butler,"(513) 863-3938, Fax: (513) 863-1257",parishoffice@stpeterinchains.org,http://www.stpeterinchains.org,Rev. Robert Muhlenkamp,,Terry Jacobs,,,,,Sue Austing,,,,,"Sun. 8, 11 a.m.; Sat. 8:30 a.m.; Holyday 8 a.m., 7 p.m.",,,,,Sat. 9-10 a.m.,39.4070577,-84.5668211
197,SS. Peter and Paul - Newport,6788 SR 66,Ft. Loramie,Ohio,45845,Shelby,(937) 295-2891 ,bettyannc@nflregion.org,http://www.nflregion.org,Rev. Steven L. Shoup,"Sat. 6:30 p.m.; Sun. 9:30 a.m.; Holyday 5:30 eve; 6:30 a.m., 7:30 p.m.",40.2973682,-84.3687609,SS. Peter and Paul - Newport,1856,,,,,6788 SR 66,Ft. Loramie,45845,Shelby,(937) 295-2891 FAX: (937) 295-3349,bettyannc@nflregion.org,http://www.nflregion.org,Rev. Steven L. Shoup,,,,Lisa Monnin,,Lisa Monnin,Joan Maier,,,Director: Kathy Schmitz,,"Sat. 6:30 p.m.; Sun. 9:30 a.m.; Holyday 5:30 eve; 6:30 a.m., 7:30 p.m.",,,,,,40.2973682,-84.3687609
198,SS. Peter and Paul - Reading,1107 Church St.,Cincinnati,Ohio,45215-3150,Hamilton,(513) 554-1010,ppanzeca1@fuse.net,http://ssppcatholic.church,Rev. Matthew Robben,"Sat. 3 p.m.; Sun. 10:30 a.m.;Mon., Wed., Fri., Noon; Tues., Thurs., Sat., 8:30 a.m.",39.2253688,-84.4458899,SS. Peter and Paul - Reading,1850,,330 W. Vine St.,Cincinnati,45215-3149,1107 Church St.,Cincinnati,45215-3150,Hamilton,"(513) 554-1010, Fax: (513) 554-0190",ppanzeca1@fuse.net,http://ssppcatholic.church,Rev. Matthew Robben,,Parish Administrator: Mike Schweitzer,Deacon Thomas Lynd,,,,,Mrs. Beth Pettigrew,,"Pastoral Associate, Director of Music: Michael Collins",,"Sat. 3 p.m.; Sun. 10:30 a.m.;Mon., Wed., Fri., Noon; Tues., Thurs., Sat., 8:30 a.m.",,,,,Sat. 2-2:45 p.m. or by appointment,39.2253688,-84.4458899
199,St. Philip The Apostle - Morrow,944 E. US 22 & 3,Morrow,Ohio,45152-9640,Warren,(513) 899-3601,,http://www.stphilipmorrow.org,Rev. Bernard Weldishofer,"Sat. 4 p.m.; Sun. 9, 11:00 a.m.; Holyday 7:00 p.m. eve, 9 a.m., 7 p.m.",39.3584172,-84.1519277,St. Philip The Apostle - Morrow,1965,,,,,944 E. US 22 & 3,Morrow,45152-9640,Warren,"(513) 899-3601, Fax: (513) 899-3785",,http://www.stphilipmorrow.org,Rev. Bernard Weldishofer,Rev. Eric Wood,Susan M. Hamel,"David Wallace, Paul Leibold",,,Mary Orite-Shea (513) 899-3601 x207,,,Mary Orite-Shea (513) 899-3601 x207,Mark Cowen (513) 932-5285,,"Sat. 4 p.m.; Sun. 9, 11:00 a.m.; Holyday 7:00 p.m. eve, 9 a.m., 7 p.m.",,,,,Sat. 9:30 a.m. and 3 p.m.; Thurs before First Friday 6:30 p.m.,39.3584172,-84.1519277
